time_bin,cwnd,time_bin_mid
"[0, 1)",27.5,0.5
"[1, 2)",36.500055677083786,1.5
"[2, 3)",1.0183100305799047,2.5
"[6, 7)",1.0,6.5
"[7, 8)",1.0,7.5
"[8, 9)",1.0,8.5
"[9, 10)",27.304880537580885,9.5
"[10, 11)",20.93862426007678,10.5
"[11, 12)",25.37591850861988,11.5
"[12, 13)",12.126194815508896,12.5
"[13, 14)",22.9455934903354,13.5
"[14, 15)",11.14828501121117,14.5
"[15, 16)",1.3329219018254626,15.5
"[16, 17)",1.7387233491289562,16.5
"[17, 18)",20.748452744464387,17.5
"[18, 19)",9.389920637038342,18.5
"[19, 20)",11.272159539043644,19.5
"[20, 21)",12.758688052377257,20.5
"[21, 22)",19.21193939051477,21.5
"[22, 23)",1.0967162216607933,22.5
"[23, 24)",1.0,23.5
"[24, 25)",1.0,24.5
"[25, 26)",13.330571703035545,25.5
"[26, 27)",33.2037551008101,26.5
"[27, 28)",29.410593727176337,27.5
"[28, 29)",1.0878791561883796,28.5
"[29, 30)",1.1281804996439029,29.5
"[30, 31)",1.064561903391349,30.5
"[31, 32)",23.838109958133717,31.5
"[32, 33)",1.1725385188306432,32.5
"[33, 34)",3.3470164049708306,33.5
"[34, 35)",26.74787604687563,34.5
"[35, 36)",21.932165110218172,35.5
"[36, 37)",27.747567556292644,36.5
"[37, 38)",20.029610891868504,37.5
"[38, 39)",28.538678893904653,38.5
"[39, 40)",30.273480677727328,39.5
"[45, 46)",32.020030612074905,45.5
"[46, 47)",31.92243425756178,46.5
"[47, 48)",37.342884508348796,47.5
"[48, 49)",1.020707705474826,48.5
"[49, 50)",5.0,49.5
"[50, 51)",30.037059712648077,50.5
"[51, 52)",1.8214285714285714,51.5
"[52, 53)",28.439993826359334,52.5
"[53, 54)",33.41035286147264,53.5
"[54, 55)",37.26429171975974,54.5
"[55, 56)",21.68974892067424,55.5
"[61, 62)",25.78048780487805,61.5
"[62, 63)",34.1978109004849,62.5
"[63, 64)",26.721521293649133,63.5
"[64, 65)",34.649743850658574,64.5
"[65, 66)",40.496896433266585,65.5
"[66, 67)",9.0,66.5
"[67, 68)",36.14391655694793,67.5
"[68, 69)",50.385347971197426,68.5
"[69, 70)",27.603448275862068,69.5
"[70, 71)",32.76875262932582,70.5
"[71, 72)",29.5,71.5
"[73, 74)",17.0,73.5
"[74, 75)",21.26923076923077,74.5
"[75, 76)",36.027799587066504,75.5
"[76, 77)",10.272727272727273,76.5
"[77, 78)",35.03409660008364,77.5
"[78, 79)",32.885554769905085,78.5
"[79, 80)",29.579622595422535,79.5
"[80, 81)",8.429788271255068,80.5
"[81, 82)",1.0,81.5
"[82, 83)",31.600032223236738,82.5
"[83, 84)",45.32672751488823,83.5
"[84, 85)",65.00192304469854,84.5
"[85, 86)",3.2641509433962264,85.5
"[86, 87)",35.718557603833645,86.5
"[87, 88)",18.064974847467386,87.5
"[88, 89)",36.93538809377336,88.5
"[89, 90)",9.0,89.5
"[90, 91)",30.309094272259458,90.5
"[91, 92)",26.23797343310689,91.5
"[92, 93)",1.0,92.5
"[93, 94)",1.9344262295081966,93.5
"[94, 95)",33.31869780210989,94.5
"[95, 96)",34.20233071986636,95.5
"[96, 97)",1.5407569171567566,96.5
"[97, 98)",1.2925034111053233,97.5
"[98, 99)",1.4325800507861794,98.5
"[99, 100)",1.5598348529362198,99.5
"[100, 101)",1.638560052391258,100.5
"[101, 102)",24.952380952380953,101.5
"[102, 103)",30.127083454148817,102.5
"[103, 104)",24.84408452518757,103.5
"[104, 105)",27.503302728805487,104.5
"[105, 106)",21.801925829068516,105.5
"[106, 107)",1.005980198019802,106.5
"[112, 113)",32.7117707095118,112.5
"[113, 114)",29.16478391212767,113.5
"[114, 115)",34.4707823967419,114.5
"[115, 116)",19.613344805963212,115.5
"[116, 117)",28.203752145199797,116.5
"[117, 118)",1.0,117.5
"[121, 122)",26.48989010844519,121.5
"[122, 123)",28.79778177339847,122.5
"[123, 124)",28.763910380608777,123.5
"[124, 125)",30.146163973311435,124.5
"[125, 126)",26.623897302249752,125.5
"[126, 127)",29.101085549694467,126.5
"[127, 128)",7.126727084251015,127.5
"[128, 129)",28.36330667845074,128.5
"[129, 130)",13.759462902957122,129.5
"[130, 131)",31.896096415953778,130.5
"[131, 132)",37.65107039751052,131.5
"[132, 133)",31.41520334726747,132.5
"[133, 134)",24.275884524103468,133.5
"[134, 135)",1.1700796449391333,134.5
"[135, 136)",1.3532197461578686,135.5
"[136, 137)",25.188131380591074,136.5
"[137, 138)",21.600719902509375,137.5
"[138, 139)",1.085681041519775,138.5
"[139, 140)",2.3432342849056074,139.5
"[140, 141)",34.47100221397499,140.5
"[141, 142)",24.46064903152605,141.5
"[142, 143)",17.3415391916202,142.5
"[143, 144)",17.131563677175247,143.5
"[144, 145)",32.183917400776636,144.5
"[145, 146)",39.75164886401933,145.5
"[146, 147)",9.0,146.5
"[147, 148)",19.592149981588467,147.5
"[148, 149)",30.474320569883133,148.5
"[149, 150)",21.003333095813492,149.5
"[150, 151)",31.695159283018175,150.5
"[151, 152)",38.284026388681454,151.5
"[152, 153)",30.657894736842106,152.5
"[153, 154)",36.43262065480216,153.5
"[156, 157)",1.75,156.5
"[157, 158)",25.68680663877491,157.5
"[158, 159)",18.0270891238257,158.5
"[159, 160)",5.441396128499936,159.5
"[160, 161)",9.536995000760037,160.5
"[161, 162)",5.27038917387629,161.5
"[162, 163)",23.887107061856543,162.5
"[163, 164)",2.0441882964499296,163.5
"[165, 166)",9.0,165.5
"[166, 167)",41.669374889107814,166.5
"[168, 169)",24.984126984126984,168.5
"[169, 170)",30.21525376879484,169.5
"[170, 171)",7.133338474329839,170.5
"[171, 172)",17.282359990855475,171.5
"[172, 173)",32.16438635728264,172.5
"[173, 174)",9.314606741573034,173.5
"[174, 175)",6.579375944785942,174.5
"[175, 176)",25.49977227319536,175.5
"[176, 177)",26.93100828808258,176.5
"[177, 178)",2.2209559723447416,177.5
"[178, 179)",1.338301535618933,178.5
"[179, 180)",1.480679089060119,179.5
"[180, 181)",29.639178809026856,180.5
"[181, 182)",26.233547760935856,181.5
"[182, 183)",35.0867388720782,182.5
"[183, 184)",4.088865317143945,183.5
"[184, 185)",4.879827434151567,184.5
"[185, 186)",41.09242916039641,185.5
"[186, 187)",39.1937016942533,186.5
"[187, 188)",18.5,187.5
"[188, 189)",36.16177064973182,188.5
"[189, 190)",25.645813882575602,189.5
"[190, 191)",38.257357155774315,190.5
"[192, 193)",28.0,192.5
"[193, 194)",1.0278064393904172,193.5
"[197, 198)",1.0,197.5
"[198, 199)",27.50893701854347,198.5
"[199, 200)",30.4019548567096,199.5
