time_bin,retransmissions,time_bin_mid
"[1, 2)",4.25,1.5
"[2, 3)",3.5,2.5
"[6, 7)",0.0,6.5
"[7, 8)",0.0,7.5
"[8, 9)",0.0,8.5
"[9, 10)",10.55,9.5
"[10, 11)",4.0606060606060606,10.5
"[11, 12)",6.732484076433121,11.5
"[12, 13)",5.48051948051948,12.5
"[13, 14)",5.961538461538462,13.5
"[14, 15)",0.5,14.5
"[15, 16)",2.5,15.5
"[17, 18)",6.379746835443038,17.5
"[18, 19)",9.555555555555555,18.5
"[19, 20)",5.6875,19.5
"[20, 21)",5.527272727272727,20.5
"[21, 22)",6.552631578947368,21.5
"[22, 23)",3.0,22.5
"[23, 24)",0.5,23.5
"[24, 25)",0.42857142857142855,24.5
"[25, 26)",0.6,25.5
"[26, 27)",4.792792792792793,26.5
"[27, 28)",22.52,27.5
"[28, 29)",5.470588235294118,28.5
"[29, 30)",9.11111111111111,29.5
"[30, 31)",0.2,30.5
"[31, 32)",13.83673469387755,31.5
"[32, 33)",23.0,32.5
"[33, 34)",39.421052631578945,33.5
"[34, 35)",9.514563106796116,34.5
"[35, 36)",4.39344262295082,35.5
"[36, 37)",6.065217391304348,36.5
"[37, 38)",4.903225806451613,37.5
"[38, 39)",5.291666666666667,38.5
"[39, 40)",5.583333333333333,39.5
"[45, 46)",6.046511627906977,45.5
"[46, 47)",5.744186046511628,46.5
"[47, 48)",5.166666666666667,47.5
"[48, 49)",4.0,48.5
"[50, 51)",4.883720930232558,50.5
"[51, 52)",12.535714285714286,51.5
"[52, 53)",6.323529411764706,52.5
"[53, 54)",8.536585365853659,53.5
"[54, 55)",10.28476821192053,54.5
"[55, 56)",3.6470588235294117,55.5
"[61, 62)",3.5,61.5
"[62, 63)",5.9504950495049505,62.5
"[63, 64)",4.06,63.5
"[64, 65)",5.342105263157895,64.5
"[65, 66)",10.528301886792454,65.5
"[67, 68)",5.1,67.5
"[68, 69)",30.0,68.5
"[69, 70)",1.5,69.5
"[70, 71)",7.049382716049383,70.5
"[75, 76)",14.125,75.5
"[76, 77)",3.0,76.5
"[77, 78)",5.865079365079365,77.5
"[78, 79)",7.04,78.5
"[79, 80)",5.085714285714285,79.5
"[80, 81)",11.5,80.5
"[81, 82)",1.0,81.5
"[82, 83)",4.868421052631579,82.5
"[83, 84)",17.04310344827586,83.5
"[85, 86)",18.5,85.5
"[86, 87)",6.2075471698113205,86.5
"[87, 88)",6.2727272727272725,87.5
"[88, 89)",7.355769230769231,88.5
"[90, 91)",6.333333333333333,90.5
"[91, 92)",5.88135593220339,91.5
"[92, 93)",11.297872340425531,92.5
"[93, 94)",10.114754098360656,93.5
"[94, 95)",5.859375,94.5
"[95, 96)",6.382978723404255,95.5
"[96, 97)",1.2,96.5
"[101, 102)",2.642857142857143,101.5
"[102, 103)",5.8307692307692305,102.5
"[103, 104)",7.245454545454545,103.5
"[104, 105)",5.275590551181103,104.5
"[105, 106)",1.0,105.5
"[106, 107)",1.0,106.5
"[112, 113)",7.055555555555555,112.5
"[113, 114)",5.474747474747475,113.5
"[114, 115)",7.862595419847328,114.5
"[115, 116)",7.752941176470588,115.5
"[116, 117)",8.691489361702128,116.5
"[117, 118)",3.0,117.5
"[121, 122)",4.833333333333333,121.5
"[122, 123)",8.778947368421052,122.5
"[123, 124)",10.471698113207546,123.5
"[124, 125)",26.956521739130434,124.5
"[125, 126)",11.027972027972028,125.5
"[126, 127)",16.055555555555557,126.5
"[127, 128)",17.61764705882353,127.5
"[128, 129)",5.662921348314606,128.5
"[129, 130)",10.0,129.5
"[130, 131)",4.819047619047619,130.5
"[131, 132)",33.23076923076923,131.5
"[132, 133)",5.435294117647059,132.5
"[133, 134)",1.0,133.5
"[134, 135)",0.0,134.5
"[136, 137)",12.867924528301886,136.5
"[137, 138)",3.433734939759036,137.5
"[138, 139)",0.5,138.5
"[140, 141)",6.516666666666667,140.5
"[141, 142)",5.3125,141.5
"[142, 143)",6.959595959595959,142.5
"[143, 144)",2.8974358974358974,143.5
"[144, 145)",6.208955223880597,144.5
"[145, 146)",21.5,145.5
"[147, 148)",6.076923076923077,147.5
"[148, 149)",8.092105263157896,148.5
"[150, 151)",4.28,150.5
"[151, 152)",9.263636363636364,151.5
"[152, 153)",4.5,152.5
"[153, 154)",7.857142857142857,153.5
"[156, 157)",0.0,156.5
"[157, 158)",7.851063829787234,157.5
"[158, 159)",11.48125,158.5
"[159, 160)",10.06338028169014,159.5
"[160, 161)",1.1904761904761905,160.5
"[162, 163)",3.375,162.5
"[163, 164)",8.0,163.5
"[166, 167)",6.932584269662922,166.5
"[168, 169)",1.7692307692307692,168.5
"[169, 170)",5.926470588235294,169.5
"[170, 171)",6.5,170.5
"[172, 173)",4.1923076923076925,172.5
"[173, 174)",23.576923076923077,173.5
"[174, 175)",22.0,174.5
"[175, 176)",6.970149253731344,175.5
"[176, 177)",4.977777777777778,176.5
"[177, 178)",7.533333333333333,177.5
"[180, 181)",8.5,180.5
"[181, 182)",5.338461538461538,181.5
"[182, 183)",6.975806451612903,182.5
"[183, 184)",0.0,183.5
"[184, 185)",4.0,184.5
"[185, 186)",14.481012658227849,185.5
"[186, 187)",7.625,186.5
"[188, 189)",5.169811320754717,188.5
"[189, 190)",3.935483870967742,189.5
"[190, 191)",7.208092485549133,190.5
"[193, 194)",5.5,193.5
"[197, 198)",0.0,197.5
"[198, 199)",14.0,198.5
"[199, 200)",4.354838709677419,199.5
