Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
0,0,35,33,5.367272727272724,0.24867663776414045
0,1,31,29,7.464827586206898,0.22915736943116502
0,2,37,35,6.709928571428576,0.2668160527679751
