Site,Category,Total Jobs,Completed Jobs,Average Completion Time,Average Waiting Time
2,0,43,42,5.314333333333338,0.23954971036140318
2,1,32,32,6.235000000000005,0.2745247661911755
2,2,37,34,5.32610294117647,0.2762857951098003
